feedback,character_count,word_count,sentiment,sentiment_confidence
"the delivery experience turned out to be inconsistent, but payment failed once before succeeding",96,14,negative,0.8398
", i found the buying process ly efficient, and the app lagged during checkout which could be improved",101,18,neutral,0.5124
", the delivery experience turned out to be decent, and the app froze briefly during checkout",92,16,positive,0.9229
", the checkout process seemed inconsistent, though everything worked fine but not a major concern",97,15,negative,0.4958
", using the app was average, and the final billed amount differed slightly",74,13,neutral,0.6627
"From my experience, my interaction with customer care was inconsistent, and the final billed amount differed slightly",117,17,negative,0.7913
", from browsing to delivery, the experience was not very impressive, though the invoice was not easy to access but manageable",125,21,negative,0.8802
"billing and payment were quite good, though the return pickup was delayed",73,12,positive,0.8718
"from browsing to delivery, the experience was smooth, and refund processing was slower than promised",100,15,positive,0.7985
"the ordering experience felt average, and refund processing was slower than promised but manageable",99,14,negative,0.8701
"the delivery experience turned out to be pleasant, and the final billed amount differed slightly",96,15,positive,0.952
"from browsing to delivery, the experience was satisfactory, though the delivery was delayed by a couple of days",111,18,positive,0.8954
", from browsing to delivery, the experience was inconsistent, though the delivery was delayed by a couple of days",113,19,negative,0.8487
"the ordering experience felt decent, and the app froze briefly during checkout which slightly affected my experience",116,17,positive,0.4709
", billing and payment were frustrating, though the return pickup was delayed but not a major concern",100,17,negative,0.8691
"the checkout process seemed better than expected, though the return pickup was delayed",86,13,positive,0.7657
"billing and payment were quite good, though the delivery was delayed by a couple of days which could be improved",112,20,positive,0.8167
"i found the buying process to be worse than expected, but coupon application did not work properly but not a major concern",122,22,negative,0.9067
"customer support was fairly efficient, but coupon application did not work properly",83,12,negative,0.7279
", the checkout process seemed frustrating, though the return pickup was delayed",79,12,negative,0.8915
"From my experience, i found the buying process to be quite good, though everything worked fine and needs some improvement",121,20,positive,0.8917
"my interaction with customer care was not very impressive, but coupon application did not work properly",103,16,negative,0.9286
"The buying experience felt smooth, no unnecessary steps or confusion",68,10,positive,0.8198
"customer support was inconsistent, but payment failed once before succeeding which slightly affected my experience",114,15,negative,0.9025
"using the app was worse than expected, and the app lagged during checkout which could be improved",97,17,negative,0.9273
", billing and payment were satisfactory, and the app lagged during checkout which could be improved",99,16,positive,0.7609
"the delivery experience turned out to be inconsistent, and tracking updates were not regular and needs some improvement",119,18,negative,0.8791
", customer support was slightly disappointing, but payment failed once before succeeding but not a major concern",112,17,negative,0.8805
", the experience was better than expected, though support eventually resolved the issue but manageable",102,15,positive,0.9233
", my interaction with customer care was quite good, but billing had a small discrepancy which could be improved",111,19,positive,0.8628
", the experience was smooth, but customer care took time to respond but not a major concern",91,17,positive,0.6544
", the experience was mostly fine, but billing had a small discrepancy",69,12,positive,0.8144
"From my experience, i found the buying process to be quite good, but customer care took time to respond",103,19,positive,0.9015
", billing and payment were pleasant, but coupon application did not work properly but manageable",96,15,positive,0.4138
"From my experience, the ordering experience felt not very impressive, though the delivery was delayed by a couple of days which slightly affected my experience",159,25,negative,0.9089
", from browsing to delivery, the experience was smooth, but coupon application did not work properly",100,16,negative,0.4909
", i found the buying process to be mostly fine, but billing had a small discrepancy",83,16,positive,0.608
", customer support was slightly disappointing, and the app froze briefly during checkout",88,13,negative,0.9375
", the delivery experience turned out to be decent, though everything worked fine",80,13,positive,0.9363
", using the app was a bit confusing, though the invoice was not easy to access",78,16,negative,0.7143
"the delivery experience turned out to be not very impressive, though the invoice was not easy to access which slightly affected my experience",141,23,negative,0.9166
", billing and payment were pleasant, though everything worked fine",66,10,positive,0.9356
"customer support was inconsistent, but billing had a small discrepancy which slightly affected my experience",108,15,negative,0.8608
", billing and payment were not very impressive, though the delivery was delayed by a couple of days",99,18,negative,0.9143
"customer support was mostly fine, but coupon application did not work properly which slightly affected my experience",116,17,negative,0.7664
", i found the buying process to be quite good, and tracking updates were not regular",84,16,positive,0.8986
"the checkout process seemed fairly efficient, and tracking updates were not regular but not a major concern",107,17,positive,0.7053
", billing and payment were average, but billing had a small discrepancy",71,12,neutral,0.696
"customer support was a bit confusing, but communication from support could be better but not a major concern",108,18,negative,0.7585
"From my experience, my interaction with customer care was worse than expected, but communication from support could be better",125,19,negative,0.8827
", using the app was smooth, but billing had a small discrepancy but not a major concern",87,17,positive,0.5392
"billing and payment were fairly efficient, but payment failed once before succeeding which slightly affected my experience",122,17,negative,0.6341
", customer support was a bit confusing, but communication from support could be better which slightly affected my experience",124,19,negative,0.8339
", the experience was frustrating, though everything worked fine",63,9,negative,0.8111
", customer support was slightly disappointing, and tracking updates were not regular",84,12,negative,0.9272
"using the app was inconsistent, and the final billed amount differed slightly and needs some improvement",104,16,negative,0.8078
", the checkout process seemed satisfactory, and the final billed amount differed slightly",89,13,positive,0.8683
", the experience was inconsistent, but coupon application did not work properly",79,12,negative,0.9171
well like others nothing different but ok,41,7,neutral,0.6981
", the experience was slightly disappointing, though the return pickup was delayed and needs some improvement",108,16,negative,0.9126
", from browsing to delivery, the experience was a bit confusing, and tracking updates were not regular but not a major concern",126,22,negative,0.6787
", the experience was decent, though support eventually resolved the issue",73,11,positive,0.8975
"the ordering experience felt smooth, but customer care took time to respond",75,12,positive,0.7269
"the ordering experience felt not very impressive, but communication from support could be better but not a major concern",120,19,negative,0.8764
", customer support was not very impressive, and the app lagged during checkout",78,13,negative,0.9349
", using the app was quite good, though everything worked fine",61,11,positive,0.9419
", my interaction with customer care was smooth, though the return pickup was delayed but not a major concern",108,19,positive,0.5794
", the checkout process seemed mostly fine, and tracking updates were not regular but not a major concern",104,18,positive,0.6423
", the ordering experience felt fairly efficient, but customer care took time to respond but not a major concern",111,19,positive,0.8632
"From my experience, using the app was fairly efficient, though the invoice was not easy to access which slightly affected my experience",135,22,neutral,0.5004
", the experience was fairly efficient, though the delivery was delayed by a couple of days which could be improved",114,20,positive,0.8638
", the delivery experience turned out to be satisfactory, but customer care took time to respond",95,16,positive,0.9354
", the checkout process seemed average, but payment failed once before succeeding which slightly affected my experience",118,17,negative,0.8588
"using the app was smooth, but payment failed once before succeeding",67,11,neutral,0.5824
", customer support was worse than expected, but coupon application did not work properly but not a major concern",112,19,negative,0.9258
", my interaction with customer care was frustrating, and the final billed amount differed slightly",98,15,negative,0.8957
"the ordering experience felt slow at times, but coupon application did not work properly",88,14,negative,0.9092
", customer support was slow at times, but payment failed once before succeeding",79,13,negative,0.8861
"my interaction with customer care was fairly efficient, but billing had a small discrepancy but manageable",106,16,positive,0.8141
"customer support was satisfactory, but communication from support could be better",81,11,positive,0.7998
"billing and payment were inconsistent, but communication from support could be better",85,12,negative,0.6892
", the ordering experience felt fairly efficient, and refund processing was slower than promised but not a major concern",119,19,positive,0.8745
", i found the buying process to be slightly disappointing, though the return pickup was delayed",95,16,negative,0.9149
"From my experience, the checkout process seemed quite good, though the invoice was not easy to access which could be improved",125,21,positive,0.7757
"the checkout process seemed satisfactory, though the return pickup was delayed",78,11,positive,0.7873
"from browsing to delivery, the experience was better than expected, but coupon application did not work properly",112,17,positive,0.5043
", the experience was better than expected, but communication from support could be better which could be improved",113,18,positive,0.9378
", billing and payment were frustrating, but communication from support could be better but not a major concern",110,18,negative,0.8343
"i found the buying process to be better than expected, but billing had a small discrepancy",90,16,positive,0.7902
"the delivery experience turned out to be frustrating, and the app froze briefly during checkout which slightly affected my experience",133,20,negative,0.9105
", i found the buying process to be slightly disappointing, and the final billed amount differed slightly and needs some improvement",131,21,negative,0.9
"From my experience, billing and payment were smooth, and tracking updates were not regular but not a major concern",114,19,positive,0.5631
", the checkout process seemed satisfactory, but billing had a small discrepancy but manageable",94,14,positive,0.8629
they do too much telecalling and marketing,42,7,negative,0.646
", customer support was mostly fine, but payment failed once before succeeding",77,12,negative,0.4745
", i found the buying process to be satisfactory, but payment failed once before succeeding",90,15,positive,0.5432
", from browsing to delivery, the experience was satisfactory, and the final billed amount differed slightly but manageable",122,18,positive,0.9394
"From my experience, from browsing to delivery, the experience was smooth, and the app froze briefly during checkout but not a major concern",139,23,positive,0.6389
", using the app was not very impressive, though the delivery was delayed by a couple of days",92,18,negative,0.9162
"the ordering experience felt average, and the app lagged during checkout",72,11,negative,0.909
", using the app was pleasant, and refund processing was slower than promised",76,13,positive,0.899
"the checkout process seemed satisfactory, though the delivery was delayed by a couple of days but not a major concern",117,20,positive,0.6533
"billing and payment were inconsistent, but customer care took time to respond",77,12,negative,0.6927
"From my experience, billing and payment were mostly fine, though everything worked fine",87,13,positive,0.8209
"From my experience, my interaction with customer care was fairly efficient, though everything worked fine and needs some improvement",132,19,positive,0.8932
", the ordering experience felt slightly disappointing, though the invoice was not easy to access",96,15,negative,0.9074
"i found the buying process to be quite good, but payment failed once before succeeding which could be improved",110,19,positive,0.5167
"the delivery experience turned out to be smooth, and refund processing was slower than promised",95,15,positive,0.8021
", the delivery experience turned out to be satisfactory, and the final billed amount differed slightly",102,16,positive,0.9288
", the experience was fairly efficient, and the app lagged during checkout",73,12,positive,0.9256
"billing and payment were quite good, and refund processing was slower than promised which slightly affected my experience",121,18,positive,0.7028
"billing and payment were worse than expected, though the delivery was delayed by a couple of days but not a major concern",121,22,negative,0.8752
"customer support was pleasant, and the app froze briefly during checkout",72,11,positive,0.8839
"customer support was frustrating, though support eventually resolved the issue which slightly affected my experience",116,15,negative,0.8678
", i found the buying process to be satisfactory, and the app lagged during checkout",83,15,positive,0.7975
"customer support was quite good, though everything worked fine but not a major concern",86,14,positive,0.916
", the ordering experience felt mostly fine, and tracking updates were not regular",81,13,positive,0.8288
"the ordering experience felt inconsistent, though the return pickup was delayed",79,11,negative,0.8443
"from browsing to delivery, the experience was smooth, and tracking updates were not regular",91,14,positive,0.8095
"i found the buying process to be inconsistent, and refund processing was slower than promised",93,15,negative,0.892
"my interaction with customer care was fairly efficient, but communication from support could be better but not a major concern",126,20,positive,0.536
"customer support was quite good, though everything worked fine which slightly affected my experience",100,14,positive,0.9121
"using the app was inconsistent, though support eventually resolved the issue",76,11,negative,0.5246
"the checkout process seemed better than expected, though support eventually resolved the issue which could be improved",118,17,positive,0.8121
", billing and payment were average, though everything worked fine",65,10,positive,0.4899
"customer support was better than expected, and the app lagged during checkout which could be improved",101,16,positive,0.881
", the experience was fairly efficient, and the final billed amount differed slightly",84,13,positive,0.9194
"the ordering experience felt smooth, and refund processing was slower than promised",83,12,positive,0.7932
", the delivery experience turned out to be decent, but customer care took time to respond but manageable",104,18,positive,0.9116
", the experience was quite good, but payment failed once before succeeding",74,12,positive,0.9018
"the checkout process seemed a bit confusing, and the app froze briefly during checkout",86,14,negative,0.731
"i found the buying process to be pleasant, and the app lagged during checkout",77,14,positive,0.7484
Product met expectations and the entire process was hassle free,63,10,positive,0.9533
"the ordering experience felt better than expected, and the app froze briefly during checkout",92,14,positive,0.8802
"the ordering experience felt frustrating, though support eventually resolved the issue",86,11,negative,0.7883
"my interaction with customer care was mostly fine, and refund processing was slower than promised but not a major concern",121,20,positive,0.6074
", billing and payment were not very impressive, and the app lagged during checkout which slightly affected my experience",120,19,negative,0.92
"from browsing to delivery, the experience was smooth, though the delivery was delayed by a couple of days and needs some improvement",132,22,positive,0.5666
"i found the buying process to be pleasant, though everything worked fine",72,12,positive,0.921
", customer support was better than expected, and tracking updates were not regular but manageable",97,15,positive,0.9292
"i found the buying process to be pleasant, but billing had a small discrepancy which slightly affected my experience",116,19,positive,0.4823
"the checkout process seemed fairly efficient, though the invoice was not easy to access",87,14,positive,0.6488
", customer support was quite good, though support eventually resolved the issue which slightly affected my experience",117,17,positive,0.8229
"the delivery experience turned out to be inconsistent, but communication from support could be better",101,15,negative,0.8522
", customer support was smooth, but communication from support could be better",77,12,positive,0.736
", the experience was smooth, and the app froze briefly during checkout and needs some improvement",97,16,positive,0.5577
", using the app was pleasant, but billing had a small discrepancy which slightly affected my experience",103,17,neutral,0.4498
"my interaction with customer care was slightly disappointing, but billing had a small discrepancy",97,14,negative,0.8689
"i found the buying process to be average, and the app froze briefly during checkout",83,15,negative,0.8718
"the delivery experience turned out to be worse than expected, but billing had a small discrepancy but manageable",112,18,negative,0.8912
", the ordering experience felt worse than expected, though everything worked fine which could be improved",105,16,negative,0.8345
"From my experience, using the app was average, but coupon application did not work properly",91,15,negative,0.8828
", customer support was decent, but coupon application did not work properly",75,12,negative,0.6854
"From my experience, the checkout process seemed worse than expected, but customer care took time to respond which could be improved",131,21,negative,0.8567
", billing and payment were average, and the app lagged during checkout",70,12,negative,0.8899
"one of the better web app ,nicee experience",43,8,positive,0.984
", i found the buying process to be slightly disappointing, though the delivery was delayed by a couple of days",110,20,negative,0.9235
"i found the buying process to be satisfactory, and tracking updates were not regular",84,14,positive,0.7519
"i found the buying process to be mostly fine, though the delivery was delayed by a couple of days but not a major concern",121,24,positive,0.5494
", the experience was fairly efficient, and refund processing was slower than promised",85,13,positive,0.9248
"From my experience, the checkout process seemed not very impressive, though everything worked fine",98,14,negative,0.6402
", the checkout process seemed inconsistent, but customer care took time to respond and needs some improvement",109,17,negative,0.7641
"the ordering experience felt pleasant, but customer care took time to respond and needs some improvement",104,16,positive,0.6132
"Delivery timing was accurate, came on the promised date without delay",69,11,positive,0.8304
"From my experience, customer support was slow at times, but customer care took time to respond",94,16,negative,0.7356
"From my experience, using the app was decent, though the delivery was delayed by a couple of days which slightly affected my experience",135,23,neutral,0.4782
", billing and payment were worse than expected, and refund processing was slower than promised which slightly affected my experience",132,20,negative,0.9329
", the experience was satisfactory, though the return pickup was delayed which could be improved",95,15,positive,0.8906
", my interaction with customer care was quite good, though the delivery was delayed by a couple of days but manageable",118,21,positive,0.8988
", the experience was mostly fine, but billing had a small discrepancy which slightly affected my experience",107,17,positive,0.507
"from browsing to delivery, the experience was smooth, and tracking updates were not regular but manageable",106,16,positive,0.8656
"From my experience, from browsing to delivery, the experience was inconsistent, though everything worked fine",109,15,negative,0.5922
", from browsing to delivery, the experience was decent, and the final billed amount differed slightly but manageable",116,18,positive,0.9261
"customer support was quite good, and the final billed amount differed slightly but manageable",93,14,positive,0.9368
", my interaction with customer care was decent, though the invoice was not easy to access and needs some improvement",116,20,positive,0.6492
"the ordering experience felt a bit confusing, and refund processing was slower than promised",92,14,negative,0.863
"from browsing to delivery, the experience was mostly fine, but payment failed once before succeeding",100,15,neutral,0.4751
", billing and payment were quite good, though everything worked fine but not a major concern",92,16,positive,0.8775
", the ordering experience felt pleasant, and the app lagged during checkout",75,12,positive,0.895
"the checkout process seemed not very impressive, though the delivery was delayed by a couple of days but manageable",115,19,negative,0.8869
", the experience was quite good, but billing had a small discrepancy",68,12,positive,0.9522
", from browsing to delivery, the experience was frustrating, and the app lagged during checkout which could be improved",119,19,negative,0.9022
"from browsing to delivery, the experience was a bit confusing, though the invoice was not easy to access which could be improved",128,22,negative,0.7648
", the experience was mostly fine, though the delivery was delayed by a couple of days",85,16,positive,0.851
"From my experience, from browsing to delivery, the experience was fairly efficient, but billing had a small discrepancy",119,18,positive,0.7796
", billing and payment were mostly fine, but billing had a small discrepancy which could be improved",99,17,positive,0.5602
", the experience was worse than expected, though support eventually resolved the issue",86,13,negative,0.8818
"From my experience, the delivery experience turned out to be better than expected, though the invoice was not easy to access which slightly affected my experience",162,26,positive,0.8283
"From my experience, my interaction with customer care was smooth, but communication from support could be better",112,17,positive,0.5644
"my interaction with customer care was pleasant, and the app lagged during checkout but not a major concern",106,18,positive,0.7997
", customer support was smooth, but communication from support could be better but not a major concern",101,17,positive,0.4788
"the checkout process seemed average, and tracking updates were not regular",74,11,negative,0.7916
"customer support was better than expected, and refund processing was slower than promised and needs some improvement",116,17,positive,0.822
"From my experience, from browsing to delivery, the experience was pleasant, but customer care took time to respond which slightly affected my experience",152,23,neutral,0.4818
"customer support was pleasant, but payment failed once before succeeding and needs some improvement",99,14,negative,0.7083
"my interaction with customer care was smooth, but coupon application did not work properly",90,14,negative,0.6941
"i found the buying process to be slow at times, though everything worked fine",77,14,neutral,0.587
", the experience was satisfactory, and the app lagged during checkout",69,11,positive,0.9324
Customer support responded faster than expected and solved the issue in one go,78,13,positive,0.8269
"using the app was slow at times, and the app froze briefly during checkout",74,14,negative,0.7397
", i found the buying process to be smooth, though support eventually resolved the issue which slightly affected my experience",125,20,positive,0.6263
"billing and payment were inconsistent, and the app froze briefly during checkout",80,12,negative,0.7854
", the delivery experience turned out to be slightly disappointing, and refund processing was slower than promised and needs some improvement",140,21,negative,0.9253
"the ordering experience felt not very impressive, but coupon application did not work properly",94,14,negative,0.9295
"billing and payment were inconsistent, but payment failed once before succeeding and needs some improvement",107,15,negative,0.8187
", the delivery experience turned out to be worse than expected, though support eventually resolved the issue",108,17,negative,0.887
", the experience was average, but billing had a small discrepancy",65,11,negative,0.576
"from browsing to delivery, the experience was decent, and tracking updates were not regular which could be improved",115,18,positive,0.8717
", my interaction with customer care was worse than expected, but billing had a small discrepancy",96,16,negative,0.8945
", my interaction with customer care was better than expected, and tracking updates were not regular",99,16,positive,0.9056
", my interaction with customer care was smooth, but communication from support could be better and needs some improvement",121,19,positive,0.6342
", my interaction with customer care was quite good, but payment failed once before succeeding but not a major concern",117,20,positive,0.6479
", the ordering experience felt satisfactory, though the invoice was not easy to access",86,14,positive,0.8731
", using the app was slow at times, though the return pickup was delayed",71,14,negative,0.7282
", the experience was pleasant, and the app froze briefly during checkout",72,12,positive,0.9397
"the checkout process seemed smooth, and the final billed amount differed slightly",81,12,positive,0.6444
", billing and payment were smooth, and the final billed amount differed slightly which slightly affected my experience",118,18,neutral,0.567
"the delivery experience turned out to be better than expected, but customer care took time to respond",101,17,positive,0.9579
", i found the buying process to be better than expected, though support eventually resolved the issue",101,17,positive,0.8586
"the ordering experience felt slightly disappointing, but billing had a small discrepancy but manageable",103,14,negative,0.8519
"Website is attractive, very nicee,I think its good option",57,9,positive,0.9756
", customer support was fairly efficient, and tracking updates were not regular but not a major concern",102,17,positive,0.7102
", billing and payment were not very impressive, but coupon application did not work properly which slightly affected my experience",130,20,negative,0.9227
"the delivery experience turned out to be pleasant, though the invoice was not easy to access which slightly affected my experience",130,21,positive,0.7056
"Overall a good experience, would probably order again from here",63,10,positive,0.978
"customer support was frustrating, and refund processing was slower than promised but not a major concern",104,16,negative,0.9077
", my interaction with customer care was decent, though everything worked fine",77,12,positive,0.9111
"customer support was smooth, though the return pickup was delayed",65,10,positive,0.5718
", the ordering experience felt inconsistent, and the app lagged during checkout",79,12,negative,0.8873
", the experience was decent, but customer care took time to respond which slightly affected my experience",105,17,positive,0.4426
", customer support was slow at times, though support eventually resolved the issue and needs some improvement",109,17,negative,0.6684
", the ordering experience felt satisfactory, but coupon application did not work properly which could be improved",113,17,negative,0.6948
"my interaction with customer care was worse than expected, and the app lagged during checkout",93,15,negative,0.9494
", the ordering experience felt a bit confusing, but communication from support could be better but manageable",109,17,negative,0.6886
"the checkout process seemed slightly disappointing, but coupon application did not work properly but manageable",111,15,negative,0.908
"the checkout process seemed smooth, but payment failed once before succeeding and needs some improvement",104,15,negative,0.6884
", customer support was better than expected, though the delivery was delayed by a couple of days and needs some improvement",123,21,positive,0.7821
", the experience was fairly efficient, but billing had a small discrepancy which could be improved",98,16,positive,0.8468
", i found the buying process to be better than expected, but customer care took time to respond but not a major concern",119,23,positive,0.8526
", using the app was slow at times, though everything worked fine which slightly affected my experience",102,17,negative,0.535
", the experience was decent, though the return pickup was delayed",65,11,positive,0.9413
"Really smooth experience overall, from browsing to checkout it just worked without issues",89,13,positive,0.962
", the experience was not very impressive, and refund processing was slower than promised but manageable",103,16,negative,0.9264
", the experience was pleasant, though support eventually resolved the issue which slightly affected my experience",113,16,positive,0.8676
", the experience was frustrating, and the app froze briefly during checkout which slightly affected my experience",113,17,negative,0.9233
It was worth buying,19,4,positive,0.8898
"the delivery experience turned out to be frustrating, but billing had a small discrepancy",89,14,negative,0.8403
", billing and payment were pleasant, and the app froze briefly during checkout but not a major concern",102,18,positive,0.7645
", the experience was pleasant, though support eventually resolved the issue",75,11,positive,0.919
"the checkout process seemed better than expected, though everything worked fine",79,11,positive,0.9049
", the delivery experience turned out to be smooth, though the invoice was not easy to access but manageable",107,19,positive,0.8832
"the delivery experience turned out to be average, and tracking updates were not regular",87,14,negative,0.8631
"the ordering experience felt satisfactory, but communication from support could be better",89,12,positive,0.8091
"the checkout process seemed inconsistent, though support eventually resolved the issue but manageable",101,13,negative,0.6129
", billing and payment were slow at times, but billing had a small discrepancy",77,14,negative,0.6296
"my interaction with customer care was pleasant, though the return pickup was delayed",84,13,positive,0.831
", the experience was slow at times, but customer care took time to respond and needs some improvement",101,18,negative,0.7852
"i found the buying process to be a bit confusing, but payment failed once before succeeding",91,16,negative,0.6406
"From my experience, customer support was slow at times, and tracking updates were not regular",93,15,negative,0.8578
", my interaction with customer care was not very impressive, though the delivery was delayed by a couple of days which slightly affected my experience",150,25,negative,0.9237
", from browsing to delivery, the experience was quite good, but communication from support could be better",106,17,positive,0.9222
"From my experience, from browsing to delivery, the experience was not very impressive, though the delivery was delayed by a couple of days but not a major concern",162,28,negative,0.8636
", billing and payment were pleasant, though the invoice was not easy to access",78,14,positive,0.8346
", the delivery experience turned out to be quite good, but customer care took time to respond but manageable",108,19,positive,0.9542
", i found the buying process to be average, though the invoice was not easy to access",85,17,negative,0.8456
"using the app was pleasant, but customer care took time to respond but not a major concern",90,17,positive,0.621
"From my experience, my interaction with customer care was a bit confusing, though everything worked fine but not a major concern",128,21,neutral,0.4791
", the ordering experience felt slightly disappointing, and refund processing was slower than promised",101,14,negative,0.9319
Payment went through without any problem and confirmation was instant,69,10,positive,0.8755
"from browsing to delivery, the experience was slow at times, though everything worked fine but manageable",105,16,negative,0.4681
"From my experience, my interaction with customer care was average, but billing had a small discrepancy but not a major concern",126,21,neutral,0.5311
", using the app was satisfactory, and the app lagged during checkout and needs some improvement",95,16,positive,0.6124
"the ordering experience felt inconsistent, and the final billed amount differed slightly and needs some improvement",115,16,negative,0.8397
"using the app was average, and refund processing was slower than promised and needs some improvement",100,16,negative,0.9013
", billing and payment were pleasant, and the app froze briefly during checkout which could be improved",102,17,positive,0.8111
", billing and payment were average, though the return pickup was delayed and needs some improvement",99,16,negative,0.6515
"my interaction with customer care was slow at times, and refund processing was slower than promised which slightly affected my experience",137,21,negative,0.8884
"the ordering experience felt decent, and the final billed amount differed slightly",82,12,positive,0.8841
", the experience was better than expected, and the app froze briefly during checkout which could be improved",108,18,positive,0.9188
"the checkout process seemed fairly efficient, though support eventually resolved the issue and needs some improvement",117,16,positive,0.7875
", the experience was slightly disappointing, though the return pickup was delayed",81,12,negative,0.9116
"my interaction with customer care was satisfactory, but payment failed once before succeeding",93,13,neutral,0.4955
", my interaction with customer care was inconsistent, and tracking updates were not regular and needs some improvement",118,18,negative,0.8692
", using the app was average, and the app lagged during checkout",63,12,negative,0.8752
", the checkout process seemed slow at times, and refund processing was slower than promised",91,15,negative,0.8759
", the ordering experience felt pleasant, though the invoice was not easy to access",82,14,positive,0.8798
"from browsing to delivery, the experience was slightly disappointing, and the app lagged during checkout and needs some improvement",131,19,negative,0.9103
"the delivery experience turned out to be smooth, but customer care took time to respond",87,15,positive,0.8553
", the experience was worse than expected, but coupon application did not work properly",86,14,negative,0.9426
"From my experience, billing and payment were not very impressive, but billing had a small discrepancy but not a major concern",125,21,negative,0.7941
"from browsing to delivery, the experience was smooth, though the invoice was not easy to access",95,16,positive,0.6567
", from browsing to delivery, the experience was decent, and the final billed amount differed slightly",101,16,positive,0.9276
"my interaction with customer care was pleasant, and tracking updates were not regular and needs some improvement",112,17,positive,0.7872
"The product quality is actually better than I thought, quite satisfied with this purchase",89,14,positive,0.9816
"from browsing to delivery, the experience was fairly efficient, though the invoice was not easy to access",105,17,positive,0.82
"from browsing to delivery, the experience was not very impressive, though support eventually resolved the issue",111,16,negative,0.8778
", using the app was fairly efficient, and the app froze briefly during checkout but manageable",94,16,positive,0.8263
", the checkout process seemed smooth, and tracking updates were not regular",75,12,positive,0.6666
"i found the buying process to be not very impressive, though the delivery was delayed by a couple of days but manageable",120,22,negative,0.8925
"i found the buying process ly efficient, but payment failed once before succeeding",82,13,neutral,0.4981
", the ordering experience felt smooth, and the final billed amount differed slightly but manageable",99,15,positive,0.8527
", customer support was quite good, though the return pickup was delayed",71,12,positive,0.8981
", the checkout process seemed quite good, though the invoice was not easy to access",83,15,positive,0.8645
", using the app was not very impressive, but payment failed once before succeeding",82,14,negative,0.8935
"From my experience, the checkout process seemed satisfactory, and the app lagged during checkout which slightly affected my experience",134,19,positive,0.5147
", billing and payment were worse than expected, but communication from support could be better",94,15,negative,0.8863
"the checkout process seemed a bit confusing, though the delivery was delayed by a couple of days",96,17,negative,0.7602
"i found the buying process to be worse than expected, but coupon application did not work properly and needs some improvement",125,21,negative,0.9362
"the delivery experience turned out to be not very impressive, though the invoice was not easy to access but not a major concern",127,23,negative,0.8808
"the checkout process seemed better than expected, and the app lagged during checkout",84,13,positive,0.7837
", customer support was pleasant, and the final billed amount differed slightly",78,12,positive,0.9164
"the delivery experience turned out to be pleasant, though everything worked fine",80,12,positive,0.9549
little costly but nice offers,29,5,positive,0.6489
"i found the buying process to be mostly fine, but coupon application did not work properly but manageable",105,18,neutral,0.5396
"the checkout process seemed frustrating, though the invoice was not easy to access which could be improved",106,17,negative,0.8917
"the checkout process seemed frustrating, and tracking updates were not regular",78,11,negative,0.895
"the checkout process seemed a bit confusing, but communication from support could be better",91,14,negative,0.7646
", the experience was inconsistent, but payment failed once before succeeding",76,11,negative,0.8478
"my interaction with customer care was pleasant, but customer care took time to respond but not a major concern",110,19,positive,0.607
"the ordering experience felt worse than expected, and the app froze briefly during checkout which slightly affected my experience",129,19,negative,0.9291
", the experience was better than expected, though everything worked fine which could be improved",96,15,positive,0.9561
"the ordering experience felt mostly fine, though everything worked fine which could be improved",95,14,positive,0.8939
"From my experience, the checkout process seemed satisfactory, and the app froze briefly during checkout and needs some improvement",130,19,positive,0.6143
"from browsing to delivery, the experience was average, and the app froze briefly during checkout",96,15,negative,0.8206
"the ordering experience felt a bit confusing, though the delivery was delayed by a couple of days and needs some improvement",124,21,negative,0.8191
", the experience was fairly efficient, and tracking updates were not regular which slightly affected my experience",114,17,positive,0.8179
"Got my order earlier than expected, everything was packed properly and nothing missing",86,13,positive,0.8343
", my interaction with customer care was inconsistent, though support eventually resolved the issue",98,14,negative,0.6935
"the ordering experience felt average, and tracking updates were not regular",75,11,negative,0.8569
", the experience was frustrating, but customer care took time to respond",72,12,negative,0.8986
"i found the buying process to be worse than expected, though the invoice was not easy to access",95,18,negative,0.9277
", the delivery experience turned out to be satisfactory, though the return pickup was delayed",93,15,positive,0.9368
", the delivery experience turned out to be smooth, though everything worked fine which slightly affected my experience",118,18,positive,0.8244
", from browsing to delivery, the experience was not very impressive, though the delivery was delayed by a couple of days but manageable",135,23,negative,0.8808
"From my experience, i found the buying process to be slightly disappointing, but payment failed once before succeeding",118,18,negative,0.8637
It was ok kind of experience what else nothing much to add,58,12,positive,0.6496
"the delivery experience turned out to be decent, but billing had a small discrepancy",84,14,positive,0.8763
", the ordering experience felt satisfactory, but coupon application did not work properly but not a major concern",113,18,positive,0.4836
"Support team was polite and actually helpful, not just scripted replies",71,11,positive,0.8295
", the experience was satisfactory, and the final billed amount differed slightly which could be improved",104,16,positive,0.904
", customer support was better than expected, though everything worked fine",74,11,positive,0.9569
", my interaction with customer care was smooth, though the delivery was delayed by a couple of days which slightly affected my experience",137,23,neutral,0.5136
"billing and payment were satisfactory, though support eventually resolved the issue",83,11,positive,0.7428
"the delivery experience turned out to be worse than expected, but coupon application did not work properly but manageable",121,19,negative,0.9322
", the delivery experience turned out to be inconsistent, though the delivery was delayed by a couple of days",108,19,negative,0.868
Packaging was secure and product looked exactly like shown online,65,10,positive,0.6692
"billing and payment were worse than expected, and the app froze briefly during checkout",87,14,negative,0.9319
